=== NPC Trace: chicken_60 ===
Abilities: [1, 1, 1, 3]
Simulation: M=64, N_coop=4, k=4, T=256
============================================================

Tourn Step |              Pre-Location -> Post-Location             | Action                             | W/L   | share_obs              | transfer     | extend_own
T 247 step 13 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 3/L 3 |                        |              | 
T 247 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 3 |                        |              | 
T 247 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 3 |                        |              | 
T 247 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 3 |                        |              | 
T 247 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 3 |                        |              | 
T 248 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop3 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 248 closed | sack: 1 (+0) ---

T 248 step  2 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 0 |                        |              | 
T 248 step  3 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 248 step  4 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 248 step  5 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T 248 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 2 |                        |              | 
T 248 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T 248 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 2 |                        |              | 
T 248 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 6/L 2 |                        |              | 
T 248 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 7/L 2 |                        |              | 
T 248 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 8/L 2 |                        |              | 
T 248 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 8/L 3 |                        |              | 
T 248 step 13 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 9/L 3 |                        |              | 
T 248 step 14 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 9/L 3 |                        |              | 
T 248 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 9/L 3 |                        |              | 
T 248 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 9/L 3 |                        |              | 
T 249 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop1 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 249 closed | sack: 1 (+0) ---

T 249 step  2 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 249 step  3 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 1 |                        |              | 
T 249 step  4 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 2 |                        |              | 
T 249 step  5 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
T 249 step  6 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 4 |                        |              | 
T 249 step  7 |           BattleZone@coop1 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 2/L 4 |                        |              | 
T 249 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 0 |                        |              | 
T 249 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 0 |                        |              | 
T 249 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 0 |                        |              | 
T 249 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 0 |                        |              | 
T 249 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 1 |                        |              | 
T 249 step 13 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T 249 step 14 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 3 |                        |              | 
T 249 step 15 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 4/L 3 |                        |              | 
T 249 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T 250 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop2 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 250 closed | sack: 1 (+0) ---

T 250 step  2 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 0/L 2 |                        |              | 
T 250 step  3 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T 250 step  4 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T 250 step  5 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
T 250 step  6 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 4 |                        |              | 
T 250 step  7 |           BattleZone@coop2 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 2/L 4 |                        |              | 
T 250 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 250 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T 250 step 10 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 1/L 1 |                        |              | 
T 250 step 11 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 1 |                        |              | 
T 250 step 12 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 1 |                        |              | 
T 250 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 1 |                        |              | 
T 250 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 1 |                        |              | 
T 250 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 1 |                        |              | 
T 250 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 1 |                        |              | 
T 250 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 1 |                        |              | 
T 251 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop2 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 251 closed | sack: 1 (+0) ---

T 251 step  2 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T 251 step  3 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 1 |                        |              | 
T 251 step  4 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 2 |                        |              | 
T 251 step  5 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
T 251 step  6 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 3/L 3 |                        |              | 
T 251 step  7 |           BattleZone@coop2 -> BattleZone          @coop2 | battle(policy:a_move->coop3)       | W 3/L 4 |                        |              | 
T 251 step  8 |           BattleZone@coop2 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 3/L 4 |                        |              | 
T 251 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T 251 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 2 |                        |              | 
T 251 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 2 |                        |              | 
T 251 step 12 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 1/L 2 |                        |              | 
T 251 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 2 |                        |              | 
T 251 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 1/L 2 |                        |              | 
